Column1,Column2,Column3,Column4,Column5
torch-2.5.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
tensorflow-2.14.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""$ORIGIN/../lib/libpython3.11.so.1.0"" could not be located",SKIPPED,
torch-2.6.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.6.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.6.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.6.0-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.7.1-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.7.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.7.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.8.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.8.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.8.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.8.0-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchaudio-2.6.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorchaudio.so"" could not be located",SKIPPED,
torchaudio-2.6.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchaudio-2.7.1-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_python.so"" could not be located",SKIPPED,
torchaudio-2.7.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_python.so"" could not be located",SKIPPED,
torchaudio-2.7.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_python.so"" could not be located",SKIPPED,
torch-2.9.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchaudio-2.7.1-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_python.so"" could not be located",SKIPPED,
torchaudio-2.8.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_python.so"" could not be located",SKIPPED,
torchaudio-2.9.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchaudio-2.9.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchaudio-2.9.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_python.so"" could not be located",SKIPPED,
torchaudio-2.9.0-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchaudio-2.9.1-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorchaudio.so"" could not be located",SKIPPED,
torchaudio-2.9.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorchaudio.so"" could not be located",SKIPPED,
torchaudio-2.9.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchaudio-2.9.1-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchtext-0.15.2-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchtext-0.16.2-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorchtext.so"" could not be located",SKIPPED,
torchtext-0.16.2-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchtext-0.16.2-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchtext-0.18.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchdata-0.7.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
torchvision-0.16.1-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchvision-0.16.2-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchvision-0.16.2-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchvision-0.16.2-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchvision-0.21.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchvision-0.21.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchvision-0.22.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torchvision-0.22.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchvision-0.22.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchvision-0.22.1-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchvision-0.24.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchvision-0.24.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchvision-0.24.0-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
torchvision-0.24.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torchvision-0.24.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
tornado-6.3.3-cp38-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tornado-6.4.1-cp38-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
torchvision-0.24.1-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
tornado-6.4.2-cp38-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
torch-2.9.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.9.0-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
tornado-6.5.1-cp39-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tornado-6.5.2-cp39-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tornado-6.5.3-cp39-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
treepoem-3.24.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
treepoem-3.27.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
torch-2.9.0-cp313-cp313-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
tornado-6.5.4-cp39-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tzdata-2025.1-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tzdata-2025.2-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
ujson-5.10.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.10.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.10.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.10.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
torch-2.9.1-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
ujson-5.10.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.11.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
torch-2.9.1-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.9.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
ujson-5.11.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.11.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.11.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-15.1.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-15.1.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ujson-5.11.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-15.1.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-15.1.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-15.1.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-16.0.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-16.0.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-16.0.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-16.0.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-16.0.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-17.0.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uritools-4.0.2-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
unicodedata2-17.0.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-17.0.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
unicodedata2-17.0.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uritools-5.0.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
unicodedata2-17.0.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
utf8proc-2.6.1-py3-none-any.whl,SUCCESS,,SUCCESS,
uvloop-0.21.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uvloop-0.21.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uvloop-0.21.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uvloop-0.21.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uvloop-0.21.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uvloop-0.22.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
vllm-0.10.0+cpu-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
uvloop-0.22.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
uvtools-0.2.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
vllm-0.10.0+cpu-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch.so"" could not be located",SKIPPED,
vllm-0.8.4+cpu-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
uvloop-0.22.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
watchdog-6.0.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
uvloop-0.22.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.14.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.14.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.14.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.14.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.3-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.3-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.3-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.3-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.1.4-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
wrapt-1.17.3-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.1.4-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.1.4-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.1.4-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.2.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.2.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.1.4-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.2.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.2.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.2.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xformers-0.0.29-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
xformers-0.0.29-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
xattr-1.3.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.3.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.3.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xformers-0.0.29-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
xformers-0.0.29-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
xattr-1.3.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xattr-1.3.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-2.1.4-py3-none-manylinux_2_34_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.0.1-py3-none-manylinux_2_34_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.0.1-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.0.2-py3-none-manylinux_2_34_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.0.3-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.0.5-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.0.4-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.1.0-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.1.1-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost_cpu-3.1.2-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-1.6.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-1.6.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-1.6.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-1.6.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-1.6.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-2.0.3-py3-none-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-2.1.3-py3-none-manylinux_2_34_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-3.0.1-py3-none-manylinux_2_34_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
xgboost-3.0.2-py3-none-manylinux_2_34_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
yarl-1.18.3-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
yarl-1.18.3-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
yarl-1.18.3-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
yarl-1.18.3-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
yarl-1.18.3-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zope_interface-8.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zfpy-1.0.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zope_interface-8.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zope_interface-8.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zope_interface-8.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zope_interface-8.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.5.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.5.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.5.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.5.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.6.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.5.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.6.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.6.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.7.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.6.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.7.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.7.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.7.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
zstd-1.5.7.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-6.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-6.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-5.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-6.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-5.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-6.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.3.5-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.3.5-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.3.5-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
BTrees-6.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.3.5-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.3.5-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.4.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.4.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.4.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.4.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Bottleneck-1.4.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Brotli-1.0.9-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Brotli-1.0.9-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Brotli-1.0.9-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Brotli-1.0.9-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Brotli-1.0.9-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
JPype1-1.5.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
JPype1-1.5.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
JPype1-1.5.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
JPype1-1.5.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
JPype1-1.5.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
MarkupSafe-2.1.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
MarkupSafe-2.1.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
MarkupSafe-2.1.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
MarkupSafe-2.1.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
MarkupSafe-2.1.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Pillow-10.0.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Pillow-10.0.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Pillow-10.0.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Pillow-10.0.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyWavelets-1.4.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyWavelets-1.4.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyWavelets-1.4.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
PyYAML-6.0.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
SecretStorage-3.3.3-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
Shapely-1.8.5-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
SciPy-1.10.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
SciPy-1.10.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
SciPy-1.10.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Shapely-1.8.5-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
SciPy-1.11.3-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
SciPy-1.11.3-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
Shapely-1.8.5-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ZConfig-4.2-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
